date,code,totalCnt,forignerHaveLimit,forignerHaveCnt,min52week,max52week,per,eps,per_eps_date,estimate_per,estimate_eps,pbr,bps,pbr_bps_date,dvr
2021.03.22 기준(장마감),017670,80745711,39565399,30029153,274500,164000,13.74,18631,2020.12,11.00,24238,0.77,332887,2020.12,3.91
2021.03.22 기준(장마감),036570,21954022,21954022,11071367,1048000,531000,34.83,26756,2020.12,21.00,43785,6.11,152449,2020.12,0.92
2021.03.22 기준(장마감),096770,92465564,92465564,20885705,327500,57800,0,-23185,2020.12,72.00,2831,1.18,173957,2020.12,0
2021.03.22 기준(장마감),055550,516599554,516599554,308390280,37850,22000,5.28,6742,2020.12,5.00,6937,0.43,82515,2020.12,4.21
2021.03.22 기준(장마감),034730,70360297,70360297,15042950,360500,107000,92.13,2670,2020.12,16.00,15142,0.75,329780,2020.12,2.85
2021.03.22 기준(장마감),032830,200000000,200000000,25544897,87400,32000,15.46,4979,2020.09,10.00,7793,0.37,210200,2020.09,3.25
2021.03.22 기준(장마감),003550,172557131,172557131,60424403,119000,44600,10.57,8334,2020.12,8.00,11147,0.76,115254,2020.12,2.84
2021.03.22 기준(장마감),015760,641964077,256785634,107829468,30050,16100,7.41,3102,2020.12,20.00,1177,0.21,107945,2020.12,5.29
2021.03.22 기준(장마감),090430,58458490,58458490,19087150,254000,149000,485.27,509,2020.12,52.00,4724,3.79,65223,2020.12,0.32
2021.03.22 기준(장마감),018260,77377800,77377800,9487333,229500,133500,32.54,5731,2020.12,21.00,9011,2.16,86219,2020.12,1.29
2021.03.22 기준(장마감),009150,74693696,74693696,26111168,223000,87000,24.54,7783,2020.12,17.00,11196,2.50,76406,2020.12,0.73
2021.03.22 기준(장마감),086790,300242062,300242062,206122244,42800,18450,5.11,8176,2020.09,5.00,9094,0.40,104821,2020.09,4.43
2021.03.22 기준(장마감),003670,77463220,77463220,5497984,184500,32476,316.70,461,2020.12,103.00,1411,9.37,15589,2020.12,0.19
2021.03.22 기준(장마감),033780,137292497,137292497,54979255,89500,63000,9.44,8535,2020.12,10.00,8335,1.11,72831,2020.12,5.95
2021.03.22 기준(장마감),011170,34275419,34275419,9029540,338000,128500,68.57,4623,2020.12,9.00,34700,0.85,374803,2020.12,1.14
2021.03.22 기준(장마감),251270,85940234,85940234,20283959,204500,90000,49.62,2469,2020.09,29.00,4200,1.96,62399,2020.09,0.63
2021.03.22 기준(장마감),018880,533800000,533800000,104393195,20200,8140,70.34,263,2020.09,27.00,689,4.61,4015,2020.09,1.73
2021.03.22 기준(장마감),010950,112582792,112582792,85528424,92300,48450,0,-6827,2020.12,17.00,4696,1.67,48810,2020.12,0
2021.03.22 기준(장마감),000810,47374837,47374837,21862840,212000,117500,13.78,13677,2020.09,11.00,16730,0.53,357348,2020.09,4.67
2021.03.22 기준(장마감),011200,330762638,330762638,38436559,24450,2120,69.14,384,2020.12,4.00,6243,5.14,5164,2020.12,0
2021.03.22 기준(장마감),009540,70773116,70773116,12127424,124500,67600,0,-11781,2020.12,75.00,1550,0.76,154230,2020.12,0
2021.03.22 기준(장마감),009830,191278497,191278497,32620066,58740,9121,23.47,1843,2020.12,12.00,3467,1.22,35553,2020.12,0
2021.03.22 기준(장마감),326030,78313250,78313250,7336654,269500,98000,0,-3442,2020.12,0,0,21.69,4840,2020.12,0
2021.03.22 기준(장마감),352820,35623760,35623760,2777733,351000,141000,0,0,2020.12,48.00,4797,0,0,2020.12,0
2021.03.22 기준(장마감),034220,357815700,357815700,85690561,25350,9210,0,-250,2020.12,9.00,2436,0.71,31863,2020.12,0
2021.03.22 기준(장마감),010130,18870000,18870000,4221271,467000,276500,13.32,30363,2020.12,12.00,35128,1.03,394347,2020.12,3.71
2021.03.22 기준(장마감),011780,30467691,30467691,8367979,293500,49600,20.49,11687,2020.09,9.00,27593,2.29,104401,2020.09,1.75
2021.03.22 기준(장마감),316140,722267683,722267683,185425767,10750,6450,5.42,1865,2020.09,4.00,2296,0.32,31502,2020.09,3.56
2021.03.22 기준(장마감),086280,37500000,37500000,12471245,235000,70300,11.88,16165,2020.12,12.00,16069,1.42,135079,2020.12,1.82
2021.03.22 기준(장마감),030200,261111808,127944788,111496341,27350,17250,10.52,2520,2020.12,9.00,3034,0.46,58008,2020.12,5.09
2021.03.22 기준(장마감),024110,738664360,738664360,85420408,10150,6010,4.65,1958,2020.09,5.00,2006,0.31,29815,2020.09,0
2021.03.22 기준(장마감),097950,15054186,15054186,3738028,474000,165000,8.71,48157,2020.09,12.00,35520,1.21,346067,2020.09,0.95
2021.03.22 기준(장마감),006800,645316408,645316408,94280372,11100,3565,10.11,957,2020.09,9.00,1054,0.67,14496,2020.09,2.07
2021.03.22 기준(장마감),019170,52984990,52984990,6296048,214000,8160,1117.65,102,2020.09,0,0,15.29,7454,2020.09,0.09
2021.03.22 기준(장마감),004020,133445785,133445785,26400907,49550,12400,0,-3222,2020.12,18.00,2414,0.36,124257,2020.12,1.13
2021.03.22 기준(장마감),035250,213940500,213940500,47503525,27400,16000,0,-888,2020.09,54.00,504,1.67,16215,2020.09,0
2021.03.22 기준(장마감),161390,123875069,123875069,51245619,54000,15050,22.04,2078,2020.09,10.00,4628,0.76,60301,2020.09,1.42
2021.03.22 기준(장마감),032640,436611361,213939571,128120852,14250,9210,11.27,1069,2020.12,8.00,1520,0.71,16891,2020.12,3.73
2021.03.22 기준(장마감),002790,82458180,82458180,16284866,67500,43500,586.11,108,2020.12,42.00,1519,1.75,36218,2020.12,0.36
2021.03.22 기준(장마감),271560,39536132,39536132,16858267,164500,92100,18.91,6768,2020.12,16.00,7848,2.76,46294,2020.12,0.59
2021.03.22 기준(장마감),011070,23667107,23667107,7199117,238000,86200,21.20,9977,2020.12,10.00,22071,2.06,102588,2020.12,0.33
2021.03.22 기준(장마감),003490,174209713,87087437,19680718,31950,8785,0,-1185,2020.12,-291.00,-97,1.99,14170,2020.12,0
2021.03.22 기준(장마감),139480,27875819,27875819,8413690,191500,97400,13.48,12979,2020.12,14.00,12553,0.52,336509,2020.12,1.14
2021.03.22 기준(장마감),071050,55725992,55725992,17616259,96200,30000,7.94,10929,2020.09,6.00,15551,0.95,91165,2020.09,3.46
2021.03.22 기준(장마감),000720,111355765,111355765,21414320,46500,19150,39.12,1098,2020.12,11.00,3839,0.72,59502,2020.12,1.40
2021.03.22 기준(장마감),021240,73799619,73799619,43520530,93300,47200,13.29,4839,2020.09,11.00,6007,3.26,19700,2020.09,1.87
2021.03.22 기준(장마감),006280,11686538,11686538,2156135,538000,104000,55.01,6935,2020.12,55.00,6883,3.89,98003,2020.12,0.39
2021.03.22 기준(장마감),034020,374637429,374637429,40483986,17700,2200,0,-4636,2020.09,0,0,1.79,6664,2020.09,0
2021.03.22 기준(장마감),011790,37868298,37868298,3414663,143000,28650,115.27,989,2020.12,31.00,3658,2.25,50569,2020.12,0.88
2021.03.22 기준(장마감),000100,69972959,69972959,13511528,81000,35884,22.70,2709,2020.12,37.00,1667,2.19,28119,2020.12,0.62
2021.03.22 기준(장마감),267250,15798617,15798617,2782728,327500,160500,0,-7631,2020.12,75.00,3570,2.97,90716,2020.12,1.37
2021.03.22 기준(장마감),010140,630000000,630000000,96018275,7930,3070,0,-2353,2020.12,-26.00,-247,1.06,6164,2020.12,0
2021.03.22 기준(장마감),008930,67304611,67304611,1038589,96600,18587,273.64,220,2020.09,0,0,6.16,9768,2020.09,0.33
2021.03.22 기준(장마감),029780,115858891,115858891,12959379,35700,24650,9.67,3557,2020.09,10.00,3551,0.52,66088,2020.09,5.23
2021.03.22 기준(장마감),000120,22812344,22812344,4920713,194500,123500,31.37,5547,2020.09,23.00,7440,1.02,170246,2020.09,0
2021.03.22 기준(장마감),128940,12078282,12078282,1607960,427000,209618,0,-103,2020.09,69.00,4679,5.50,58954,2020.09,0.15
2021.03.22 기준(장마감),180640,66262654,66262654,10229941,111000,41350,0,-6063,2020.09,0,0,4.05,14526,2020.09,0
2021.03.22 기준(장마감),028670,534569512,534569512,63310610,7150,2240,40.29,173,2020.12,20.00,349,1.33,5250,2020.12,0.72
2021.03.22 기준(장마감),047810,97475107,97475107,13697338,41000,16150,48.96,766,2020.12,35.00,1065,3.06,12264,2020.12,0.53
2021.03.22 기준(장마감),078930,92915378,92915378,16841875,42050,30300,0,-922,2020.09,7.00,5937,0.43,90703,2020.09,4.84
2021.03.22 기준(장마감),023530,28288755,28288755,3403432,135000,57800,0,-27783,2020.12,22.00,5777,0.37,346706,2020.12,2.19
2021.03.22 기준(장마감),241560,100249166,100249166,23128243,37150,13250,14.42,2468,2020.12,13.00,2841,0.88,40637,2020.12,0
2021.03.22 기준(장마감),026960,99700000,99700000,3903037,44500,14500,30.28,1174,2020.12,0,0,2.54,14005,2020.12,1.97
2021.03.22 기준(장마감),016360,89300000,89300000,24099508,47250,20450,7.46,5267,2020.09,6.00,6685,0.67,58223,2020.09,5.60
2021.03.22 기준(장마감),003410,503859595,503859595,14315831,7420,4705,25.36,274,2020.12,21.00,324,2.01,3462,2020.12,6.33
2021.03.22 기준(장마감),006360,85490868,85490868,22777896,45200,15800,10.68,3822,2020.09,6.00,6543,0.79,51747,2020.09,2.94
2021.03.22 기준(장마감),008770,39248121,39248121,7205900,90900,61300,0,-7085,2020.12,165.00,533,5.34,16472,2020.12,0.23
2021.03.22 기준(장마감),004990,104909237,104909237,11559693,46650,20050,0,-6835,2020.09,0,0,0.35,94716,2020.09,3.05
2021.03.22 기준(장마감),204320,46957120,46957120,11839855,89000,16200,564.23,123,2020.12,16.00,4462,1.98,34970,2020.12,0
2021.03.22 기준(장마감),039490,25979134,25979134,6011450,167500,52300,5.52,22659,2020.09,5.00,25856,1.19,105033,2020.09,2.40
2021.03.22 기준(장마감),285130,11741396,11741396,2401169,467000,59200,12.55,21916,2020.09,0,0,3.62,76041,2020.09,0.73
2021.03.22 기준(장마감),336260,65493726,65493726,12185299,65400,3934,143.99,341,2020.09,170.00,289,19.98,2457,2020.09,0
2021.03.22 기준(장마감),005940,281408887,281408887,45835434,12900,6300,5.93,1921,2020.12,5.00,2182,0.59,19352,2020.12,6.14
2021.03.22 기준(장마감),005830,70800000,70800000,29502647,54600,26450,5.77,7850,2020.09,6.00,7787,0.41,109727,2020.09,4.86
2021.03.22 기준(장마감),012750,37999178,37999178,21300225,104500,72000,21.93,3739,2020.12,20.00,4169,2.00,40939,2020.12,3.05
2021.03.22 기준(장마감),008560,675961727,675961727,98874703,4485,2130,5.54,816,2020.09,7.00,679,0.71,6340,2020.09,7.08
2021.03.22 기준(장마감),036460,92313000,27693901,8269259,35300,17550,0,-1864,2020.12,9.00,3726,0.37,87164,2020.12,0
2021.03.22 기준(장마감),007070,77000000,77000000,11878856,44900,25100,17.86,2187,2020.12,18.00,2134,1.30,29928,2020.12,2.31
2021.03.22 기준(장마감),020150,46110835,46110835,4183076,82300,22700,66.70,964,2020.09,61.00,1056,4.88,13170,2020.09,0.31
2021.03.22 기준(장마감),112610,42171403,42171403,3867275,108000,9513,47.49,1434,2020.09,32.00,2129,5.24,13002,2020.09,0.69
2021.03.22 기준(장마감),282330,17283906,17283906,5592463,181000,111000,23.38,7100,2020.12,18.00,9304,4.12,40337,2020.12,1.45
2021.03.22 기준(장마감),042660,107290669,107290669,9682510,30700,10850,32.96,807,2020.12,17.00,1577,0.74,36066,2020.12,0
2021.03.22 기준(장마감),047050,123375149,123375149,11624663,25400,8640,11.71,1934,2020.12,10.00,2368,0.88,25598,2020.12,3.09
2021.03.22 기준(장마감),004170,9845181,9845181,2477205,300000,200000,0,-10512,2020.12,15.00,19150,0.80,349962,2020.12,0.53
2021.03.22 기준(장마감),010060,23849371,23849371,4443294,138500,26500,0,-10321,2020.12,14.00,8061,1.17,98978,2020.12,0
2021.03.22 기준(장마감),028050,196000000,196000000,48170711,14700,6910,11.29,1249,2020.12,9.00,1572,1.73,8167,2020.12,0
2021.03.22 기준(장마감),001040,29176998,29176998,5532612,118500,52300,15.35,6020,2020.09,11.00,8743,0.65,142604,2020.09,2.16
2021.03.22 기준(장마감),088350,868530000,868530000,59611743,3665,881,11.31,271,2020.12,11.00,280,0.18,16857,2020.12,0.98
2021.03.22 기준(장마감),047040,415622638,415622638,37309655,6700,2250,9.34,683,2020.12,6.00,1056,0.98,6509,2020.12,0
2021.03.22 기준(장마감),000080,70133611,70133611,5158392,47050,21450,35.30,1058,2020.09,22.00,1682,2.39,15609,2020.09,2.01
2021.03.22 기준(장마감),081660,60752222,60752222,27075883,48550,18850,14.35,2966,2020.09,10.00,4148,1.86,22900,2020.09,0.45
2021.03.22 기준(장마감),014680,11335195,11335195,4538550,255000,66700,20.89,10864,2020.12,16.00,13822,4.55,49890,2020.12,0.79
2021.03.22 기준(장마감),000990,44398588,44398588,8148312,74300,15900,15.41,3706,2020.09,0,0,3.17,17994,2020.09,0.61
2021.03.22 기준(장마감),009240,23533928,23533928,5541980,123500,46000,37.61,2765,2020.12,27.00,3913,2.95,35223,2020.12,1.25
2021.03.22 기준(장마감),030000,115041225,115041225,37654863,23050,11950,15.46,1368,2020.12,15.00,1423,2.13,9948,2020.12,3.97
2021.03.22 기준(장마감),010620,39942149,39942149,5307721,62800,20800,0,-488,2020.12,42.00,1419,1.03,58333,2020.12,0
2021.03.22 기준(장마감),375500,19358738,19358738,3962095,136000,103500,0,0,,0,0,0,0,,0
2021.03.22 기준(장마감),011210,27195083,27195083,2702523,108500,20100,36.89,2242,2020.12,18.00,4480,0.70,117390,2020.12,0.85
2021.03.22 기준(장마감),007700,15400000,15400000,1595512,156000,79900,26.21,5571,2020.12,19.00,7830,4.06,35987,2020.12,0.69
2021.03.22 기준(장마감),272210,110230389,110230389,3828876,22850,4670,23.91,849,2020.12,30.00,686,2.16,9378,2020.12,1.13
2021.03.22 기준(장마감),064350,109142293,109142293,6280205,24250,8990,63.08,325,2020.12,51.00,399,1.64,12493,2020.12,0
2021.03.22 기준(장마감),000880,74958735,74958735,14638603,37600,11850,12.12,2454,2020.09,7.00,4392,0.55,54354,2020.09,2.35
2021.03.22 기준(장마감),138930,325935246,325935246,128783260,6970,3590,4.63,1474,2020.09,4.00,1760,0.25,26771,2020.09,4.69
2021.03.22 기준(장마감),001450,89400000,89400000,33562716,28000,17350,5.91,4075,2020.09,6.00,4001,0.38,63157,2020.09,4.15
2021.03.22 기준(장마감),007310,3671981,3671981,607186,627000,431000,19.70,29596,2020.09,15.00,39488,1.45,401831,2020.09,1.37
2021.03.22 기준(장마감),042670,216563754,216563754,13847551,10550,2510,13.97,707,2020.12,9.00,1113,0.90,11012,2020.12,0
2021.03.22 기준(장마감),006650,6500000,6500000,1387837,405500,62600,16.81,19576,2020.12,8.00,40060,1.07,306685,2020.12,0.91
2021.03.22 기준(장마감),006260,32200000,32200000,4588133,80000,24050,0,-72,2020.09,10.00,6476,0.55,116525,2020.09,2.25
2021.03.22 기준(장마감),012450,50630000,50630000,9105378,46650,14850,28.61,1426,2020.09,15.00,2675,0.82,50024,2020.09,1.47
2021.03.22 기준(장마감),069960,23402441,23402441,3797746,94000,52600,29.02,3005,2020.12,11.00,7945,0.45,193151,2020.12,1.15
2021.03.22 기준(장마감),003090,58141980,58141980,3037366,86700,6520,20.09,1692,2020.12,0,0,2.06,16495,2020.12,0.29
2021.03.22 기준(장마감),294870,65907330,65907330,7108046,32250,13200,7.93,3596,2020.12,5.00,5585,0.68,41626,2020.12,2.11
2021.03.22 기준(장마감),017800,40815191,40815191,11423791,52800,24408,19.91,2233,2020.09,13.00,3324,1.84,24203,2020.09,1.80
2021.03.22 기준(장마감),111770,44311468,44311468,11074324,43550,17400,11.03,3696,2020.09,10.00,4106,0.90,45125,2020.09,1.23
2021.03.22 기준(장마감),002380,8886471,8886471,1052024,226500,106000,3.03,67079,2020.12,0,0,0.32,636034,2020.12,2.81
2021.03.22 기준(장마감),004800,21071025,21071025,1785499,95000,51000,0,-2504,2020.12,10.00,8163,0.75,112172,2020.12,5.98
2021.03.22 기준(장마감),010120,30000000,30000000,4144860,79200,26300,22.39,2595,2020.09,14.00,4162,1.22,47563,2020.09,1.89
2021.03.22 기준(장마감),005250,47028210,47028210,2499528,56300,15600,10.74,3451,2020.12,0,0,1.83,20248,2020.12,1.35
2021.03.22 기준(장마감),185750,11426099,11426099,1296967,273774,58093,18.03,8429,2020.09,19.00,7964,3.17,47895,2020.09,0.63
2021.03.22 기준(장마감),004370,6082642,6082642,995845,401500,250000,11.51,24416,2020.12,15.00,19279,0.80,351731,2020.12,1.42
2021.03.22 기준(장마감),000240,93020173,93020173,8163826,23400,7400,15.19,1198,2020.09,0,0,0.50,36684,2020.09,2.75
2021.03.22 기준(장마감),010780,30892606,30892606,1625762,59300,17500,12.87,4148,2020.09,9.00,6028,1.38,38578,2020.09,1.87
2021.03.22 기준(장마감),003000,64837978,64837978,3365082,42537,14894,0,-101,2020.12,0,0,6.45,3775,2020.12,0.38
2021.03.22 기준(장마감),120110,26978840,26978840,4675781,59000,20850,10.15,5585,2020.09,12.00,4575,0.79,72011,2020.09,1.76
2021.03.22 기준(장마감),031430,7140000,7140000,241620,220000,134000,29.45,7131,2020.12,24.00,8758,2.35,89514,2020.12,0.52
2021.03.22 기준(장마감),069620,11586575,11586575,533060,286500,63700,116.71,1101,2020.12,0,0,2.51,51195,2020.12,0.47
2021.03.22 기준(장마감),004000,25800000,25800000,5820607,66500,23650,7.37,7705,2020.12,9.00,6102,0.88,64770,2020.12,2.64
2021.03.22 기준(장마감),001740,248187647,248187647,30381998,5950,4205,40.94,139,2020.12,22.00,254,0.60,9414,2020.12,2.11
2021.03.22 기준(장마감),000210,15441262,15441262,4019087,97500,47439,4.65,18894,2020.09,0,0,0.52,169000,2020.09,1.48
2021.03.22 기준(장마감),032350,69275662,69275662,3514120,22150,7000,0,-681,2020.09,0,0,4.92,3967,2020.09,0
2021.03.22 기준(장마감),161890,22881180,22881180,6575319,59900,30450,41.22,1390,2020.09,21.00,2791,2.63,21825,2020.09,0.60
2021.03.22 기준(장마감),016380,100008897,100008897,137905,21300,5370,19.31,668,2020.12,0,0,1.33,9716,2020.12,0.77
2021.03.22 기준(장마감),051600,45000000,45000000,4483400,33600,24500,14.73,1935,2020.12,9.00,3185,1.22,23371,2020.12,4.02
2021.03.22 기준(장마감),192820,10049509,10049509,2396443,127500,60100,30.82,4040,2020.09,20.00,6110,3.41,36511,2020.09,0
2021.03.22 기준(장마감),014820,25618511,25618511,428909,63400,13100,24.46,1989,2020.12,0,0,2.58,18861,2020.12,1.23
2021.03.22 기준(장마감),013890,14406749,14406749,3184693,102181,42241,29.33,2912,2020.12,0,0,3.12,27338,2020.12,0.85
2021.03.22 기준(장마감),009420,52240638,52240638,3301980,41950,15150,60.85,378,2020.12,56.00,409,6.49,3542,2020.12,0
2021.03.22 기준(장마감),214320,20000000,20000000,6048618,70400,41300,18.53,3211,2020.09,15.00,4052,1.54,38672,2020.09,3.03
2021.03.22 기준(장마감),020560,74411764,37198441,14603343,29714,10239,0,-11565,2020.09,-5.00,-3281,2.37,6708,2020.09,0
2021.03.22 기준(장마감),003520,182892731,182892731,8266990,12800,3750,0,-1,2020.12,0,0,10.26,626,2020.12,0
2021.03.22 기준(장마감),003850,52120000,52120000,3581251,30100,7686,41.79,530,2020.12,35.00,633,3.23,6852,2020.12,0.41
2021.03.22 기준(장마감),006120,19037855,19037855,1952799,91600,15400,3.89,15229,2020.09,0,0,0.63,94360,2020.09,1.69
2021.03.22 기준(장마감),073240,287260287,287260287,15298641,4280,2650,0,-349,2020.09,0,0,0.95,4124,2020.09,0
2021.03.22 기준(장마감),004490,14000000,14000000,3476218,146500,22600,16.73,4733,2020.12,0,0,0.96,82528,2020.12,0.63
2021.03.22 기준(장마감),001120,38760000,38760000,10153651,30650,6700,3.72,7678,2020.12,10.00,2749,0.77,37205,2020.12,1.40
2021.03.22 기준(장마감),001230,95432737,95432737,24849861,11100,2970,0,-570,2020.09,10.00,1146,0.53,21689,2020.09,1.73
2021.03.22 기준(장마감),000670,1842040,1842040,91199,660000,382000,8.24,72005,2020.12,0,0,0.31,1930799,2020.12,1.69
2021.03.22 기준(장마감),005300,8975123,8975123,920336,132500,82100,0,-1397,2020.12,20.00,6016,0.86,140845,2020.12,2.22
2021.03.22 기준(장마감),114090,61855670,61855670,4069657,18150,10750,0,-1040,2020.12,-21.00,-835,2.21,7863,2020.12,0
2021.03.22 기준(장마감),192080,18374502,18374502,2368342,85800,37050,9.43,6127,2020.12,8.00,7495,1.45,39966,2020.12,0.61
2021.03.22 기준(장마감),003240,1113400,1113400,85981,1038000,505000,10.17,93173,2020.09,0,0,0.24,3976576,2020.09,0.16
2021.03.22 기준(장마감),005440,97704482,97704482,10668750,10850,4860,24.53,426,2020.09,0,0,0.52,20075,2020.09,2.01
2021.03.22 기준(장마감),079160,35100000,35100000,2220825,30350,12608,0,-18557,2020.09,-10.00,-2892,7.38,3923,2020.09,0
2021.03.22 기준(장마감),241590,60545435,60545435,2363837,18200,7750,25.00,662,2020.12,16.00,1031,1.93,8554,2020.12,0.27
2021.03.22 기준(장마감),020000,24630000,24630000,7137169,41100,16700,11.65,3455,2020.12,10.00,3834,0.79,51075,2020.12,1.12
2021.03.22 기준(장마감),093370,92606819,92606819,4256658,14000,4885,0,-55,2020.09,0,0,4.58,2324,2020.09,0
2021.03.22 기준(장마감),284740,22437330,22437330,1342598,48750,27000,12.68,3426,2020.09,0,0,1.98,21937,2020.09,0
2021.03.22 기준(장마감),057050,12000000,5880000,3547806,88400,43200,8.54,9393,2020.12,6.00,12874,0.51,157026,2020.12,2.74
2021.03.22 기준(장마감),069260,40878588,40878588,3385880,27650,12100,19.21,1213,2020.12,11.00,2210,1.34,17420,2020.12,4.29
2021.03.22 기준(장마감),192400,7112437,7112437,412659,140500,64900,9.18,14536,2020.09,0,0,1.12,119584,2020.09,0
2021.03.22 기준(장마감),064960,14623136,14623136,3440582,81600,23900,17.16,3723,2020.12,11.00,5955,1.16,55310,2020.12,2.50
2021.03.22 기준(장마감),103140,28024278,28024278,3590231,39700,13900,12.61,2565,2020.12,9.00,3744,0.63,51561,2020.12,1.86
2021.03.22 기준(장마감),001800,62645422,62645422,4021075,15150,10400,11.52,1237,2020.12,0,0,0.44,32688,2020.12,4.56
2021.03.22 기준(장마감),071840,23607712,23607712,2855652,45250,11050,30.69,1217,2020.12,8.00,4862,0.46,81582,2020.12,3.21
2021.03.22 기준(장마감),001680,34648025,34648025,5327390,30300,13250,6.05,4180,2020.09,7.00,3615,0.83,30643,2020.09,2.77
2021.03.22 기준(장마감),105630,40000000,40000000,3174021,22950,6870,134.36,163,2020.09,13.00,1727,2.04,10729,2020.09,2.28
2021.03.22 기준(장마감),079550,22000000,22000000,1412436,47050,15600,26.07,1454,2020.09,12.00,3047,1.25,30362,2020.09,2.38
2021.03.22 기준(장마감),052690,38220000,38220000,1204260,22350,12850,34.08,628,2020.09,0,0,1.68,12750,2020.09,1.32
2021.03.22 기준(장마감),000150,16523835,16523835,1218511,66700,26400,9.74,4908,2020.09,0,0,0.51,93908,2020.09,4.18
2021.03.22 기준(장마감),000070,8564271,8564271,678369,121500,32250,19.22,4793,2020.09,0,0,0.49,188938,2020.09,2.44
2021.03.22 기준(장마감),115390,53007638,53007638,38395148,15450,6420,59.88,248,2020.09,0,0,1.15,12931,2020.09,0
2021.03.22 기준(장마감),049770,3859124,3859124,247743,225000,127000,9.71,20194,2020.12,9.00,21330,1.01,193553,2020.12,1.79
2021.03.22 기준(장마감),002350,97667877,97667877,6631169,8520,3865,51.13,150,2020.09,9.00,816,0.51,14976,2020.09,1.37
2021.03.22 기준(장마감),003230,7533015,7533015,597110,140000,71200,9.09,10119,2020.09,10.00,9531,2.04,45029,2020.09,0.87
2021.03.22 기준(장마감),108670,8967670,8967670,1715768,102000,32000,0,-7712,2020.12,14.00,5358,0.91,83945,2020.12,0.39
2021.03.22 기준(장마감),012630,59741721,59741721,12767800,12750,6860,6.52,1734,2020.12,0,0,0.28,40842,2020.12,2.21
2021.03.22 기준(장마감),007570,19085664,19085664,1766869,106500,26250,62.03,557,2020.12,0,0,3.11,11109,2020.12,0.35
2021.03.22 기준(장마감),018250,26409935,26409935,528932,29200,18500,57.26,434,2020.12,29.00,862,1.96,12707,2020.12,0.81
2021.03.22 기준(장마감),001060,21539926,21539926,1220713,44632,18426,0,-666,2020.12,0,0,3.31,9176,2020.12,1.04
2021.03.22 기준(장마감),006390,16821290,16821290,46705,43850,15800,10.42,3732,2020.12,0,0,2.56,15211,2020.12,2.83
2021.03.22 기준(장마감),005610,8629009,8629009,205452,79100,39950,0,-1444,2020.12,15.00,4884,1.94,37383,2020.12,1.52
2021.03.22 기준(장마감),145990,10313449,10313449,480764,76500,23050,10.90,5396,2020.12,0,0,0.50,116622,2020.12,2.13
2021.03.22 기준(장마감),005180,9851241,9851241,2425671,80500,35050,16.75,3540,2020.12,0,0,0.89,66675,2020.12,2.70
2021.03.22 기준(장마감),009410,38899098,38899098,4334895,13950,4325,1.49,8432,2020.12,0,0,0.79,15978,2020.12,2.59
2021.03.22 기준(장마감),008350,110179090,110179090,6317426,7980,3070,41.89,98,2020.09,0,0,2.40,1708,2020.09,0
2021.03.23 기준(장마감),005930,5969782550,5969782550,3267180599,96800,43050,21.30,3841,2020.12,16.00,5056,2.08,39406,2020.12,3.66
2021.03.23 기준(장마감),000660,728002365,728002365,364625288,150500,71300,20.67,6532,2020.12,12.00,11086,1.78,75860,2020.12,0.87
2021.03.23 기준(장마감),035420,164263395,164263395,94129258,410000,148000,63.31,6097,2020.12,39.00,9794,7.73,49961,2020.12,0.10
2021.03.23 기준(장마감),051910,70592343,70592343,31397092,1050000,274000,118.34,6549,2020.12,27.00,28260,3.29,235460,2020.12,1.29
2021.03.23 기준(장마감),005380,213668187,213668187,65588274,289000,69800,44.04,5143,2020.12,12.00,19376,0.85,266968,2020.12,1.33
2021.03.23 기준(장마감),207940,66165000,66165000,6770455,883000,433500,195.77,3642,2020.12,127.00,5601,10.26,69505,2020.12,0
2021.03.23 기준(장마감),035720,88704620,88704620,29586939,519000,147000,276.18,1776,2020.12,75.00,6558,6.70,73233,2020.12,0.03
2021.03.23 기준(장마감),006400,68764530,68764530,29691437,818000,222000,76.41,8166,2020.12,44.00,14186,3.22,194065,2020.12,0.16
2021.03.23 기준(장마감),068270,135027731,135027731,28153086,396240,173815,79.05,3700,2020.09,52.00,5628,12.33,23717,2020.09,0
2021.03.23 기준(장마감),000270,405363347,405363347,138481050,102000,21650,22.75,3670,2020.12,9.00,9478,1.12,74556,2020.12,1.20
2021.03.23 기준(장마감),005490,87186835,87186835,46660789,334000,138000,17.03,18376,2020.12,10.00,31663,0.54,583189,2020.12,2.56
2021.03.23 기준(장마감),012330,94793094,94793094,37765133,405000,137000,17.81,16082,2020.12,10.00,29326,0.80,359387,2020.12,1.40
2021.03.23 기준(장마감),066570,163647814,163647814,50883155,193000,42200,13.37,10885,2020.12,11.00,13333,1.70,85732,2020.12,0.82
2021.03.23 기준(장마감),051900,15618197,15618197,7117623,1706000,1061000,33.43,45018,2020.12,29.00,51521,5.30,283837,2020.12,0.73
2021.03.23 기준(장마감),028260,186887081,186887081,27831505,160000,75000,21.95,5468,2020.12,19.00,6457,0.66,183094,2020.12,1.92
2021.03.23 기준(장마감),105560,415807920,415807920,284612940,53700,28000,6.19,8309,2020.12,6.00,8971,0.47,109086,2020.12,3.44
2021.03.23 기준(장마감),036570,21954022,21954022,11082575,1048000,584000,34.80,26756,2020.12,21.00,43721,6.11,152449,2020.12,0.92
2021.03.23 기준(장마감),017670,80745711,39565399,30054743,274500,164500,13.45,18631,2020.12,10.00,24238,0.75,332887,2020.12,3.99
